feature,importance_mean,importance_std
num__sdq_conduct_problems__missing,0.20709617180205414,0.023944915393855907
num__has_cbcl,0.027264239028944946,0.01153340533894062
num__has_sdq,0.025443510737628405,0.017004618700764078
num__sdq_total_difficulties,0.02369281045751632,0.011121257597578918
num__cbcl_internalizing_proxy,0.023062558356676012,0.014202360524700239
num__sdq_hyperactivity_inattention,0.020518207282913183,0.005406436603387307
num__cbcl_externalizing_proxy,0.017810457516339872,0.0074322124153622555
num__has_sdq__missing,0.010737628384687193,0.016515496059478812
num__sdq_conduct_problems,0.0035014005602240993,0.007869284701698218
cat__sex_assigned_at_birth_Female,0.0,0.0
num__sdq_total_difficulties__missing,0.0,0.0
num__sdq_impact__missing,0.0,0.0
num__sdq_hyperactivity_inattention__missing,0.0,0.0
num__sdq_emotional_symptoms__missing,0.0,0.0
cat__sex_assigned_at_birth_Male,0.0,0.0
num__sdq_emotional_symptoms,0.0,0.0
num__cbcl_anxious_depressed_proxy,0.0,0.0
num__age_years,-0.0011904761904761641,0.01286208675553068
num__cbcl_attention_problems_proxy,-0.0018207282913165201,0.012441358654027387
num__cbcl_rule_breaking_proxy,-0.002777777777777746,0.009518372791403225
num__cbcl_aggressive_behavior_proxy,-0.002941176470588225,0.02128736359850331
num__sdq_impact,-0.005555555555555558,0.01001903743131467
num__comorbidity_count_5targets,-0.03632119514472454,0.005106872705984847
